IP Address,Num Domains,Domains
172.18.83.203,1,['arun-3673.Princeton.EDU']
140.180.220.44,1,['cisdr208w.Princeton.EDU']
140.180.220.166,1,['fac211w.Princeton.EDU']
10.6.55.65,1,['mon303l.Princeton.EDU']
132.204.8.144,1,['UMontreal.CA']
94.143.106.11,1,['WineEnthusiastcom12.mta.dotmailer.com']
128.112.121.188,1,['CHM-D25SM081GQ1.princeton.edu']
172.18.0.51,1,['cy48-0616.Princeton.EDU']
10.252.81.35,1,['ap-0127-0057.Princeton.EDU']
40.97.188.226,1,['MNZ-efz.ms-acdc.office.com']
96.46.128.252,1,['TownHallmail.com']
128.221.236.246,1,['Esrs3-core.emc.com']
128.221.236.245,1,['Esrs3.emc.com']
143.166.135.76,1,['Ftp.dell.com']
72.29.98.151,1,['MCARapp.tessituranetworkramp.com']
13.77.161.179,1,['Microsoft.com']
137.116.207.86,1,['MyGet.org']
172.18.83.204,1,['arun-3674.Princeton.EDU']
171.162.160.75,1,['Ios.works.com']
171.162.93.32,1,['Iosdr.works.com']
199.232.36.223,1,['Pypi.Python.org']
139.146.146.150,1,['SFTP.imodules.com']
170.201.111.16,1,['TAGTSFTP.pnc.com']
172.19.0.55,1,['isserv216-netmgt.Princeton.EDU']
140.180.221.92,1,['chm200w.Princeton.EDU']
140.180.220.217,1,['fac115w.Princeton.EDU']
172.18.128.152,1,['heymon-infranet5.Princeton.EDU']
140.180.220.41,1,['odoc201w.Princeton.EDU']
10.6.63.118,1,['sdpldap300l.Princeton.EDU']
104.16.50.14,1,['ASU.EDU']
136.223.132.12,1,['SUNYJEFFERSON.EDU']
13.107.4.50,1,['Wsus.ds.download.windowsupdate.com']
10.6.52.98,1,['aissimfony7200w.Princeton.EDU']
209.99.40.226,1,['14.143.64.114.static-Bangalore.vsnl.net.in']
140.180.220.83,1,['fac122w.Princeton.EDU']
10.6.53.11,1,['wasspdb2a.Princeton.EDU']
172.19.0.104,1,['essesx216v-netmgt.Princeton.EDU']
140.180.222.103,1,['ovdprod.Princeton.EDU']
10.6.63.112,1,['ldap05.Princeton.edu']
140.180.221.63,1,['aishmsres111w.Princeton.EDU']
140.180.220.93,1,['gso100w.Princeton.EDU']
10.6.50.39,1,['fac128w.Princeton.EDU']
140.180.221.66,1,['fac312w.Princeton.EDU']
128.112.201.13,1,['recapgfa.Princeton.EDU']
10.6.55.54,1,['mon204l.Princeton.EDU']
140.180.221.37,1,['fac213w.Princeton.EDU']
172.19.0.131,1,['sdpldap101l-netmgt.Princeton.EDU']
172.19.0.212,1,['essesx220v-netmgt.Princeton.EDU']
140.180.221.38,1,['fac214w.Princeton.EDU']
140.180.221.104,1,['sasemsws200w.Princeton.EDU']
140.180.220.165,1,['aissimfony7103w.Princeton.EDU']
172.19.0.77,1,['eistsm206l-netmgt.Princeton.EDU']
140.180.221.53,1,['aisgold7102w.Princeton.EDU']
10.21.1.76,1,['winqa04.aws.Princeton.EDU']
140.180.220.87,1,['pol202l.Princeton.EDU']
172.19.0.164,1,['roxdb02-netmgt.Princeton.EDU']
128.112.129.55,1,['new-heymon.Princeton.EDU']
128.112.129.23,1,['ims319.Princeton.EDU']
10.6.62.26,1,['cisdrswh200l.Princeton.EDU']
140.180.221.10,1,['mol200l.Princeton.EDU']
140.180.220.146,1,['dev102w.Princeton.EDU']
140.180.220.186,1,['csgsmtp101l.Princeton.EDU']
140.180.220.45,1,['oocphotos200w.Princeton.EDU']
10.6.55.17,1,['wasspfe203w.Princeton.EDU']
140.180.220.56,1,['vpft201w.Princeton.EDU']
128.112.129.21,1,['ims318.Princeton.EDU']
172.19.0.61,1,['essesx242v-netmgt.Princeton.EDU']
128.112.133.151,1,['pol101l.Princeton.EDU']
128.112.131.57,1,['csgsawmill300l.Princeton.EDU']
10.6.51.40,1,['ims219.Princeton.EDU']
10.6.63.110,1,['alumni06.Princeton.EDU']
140.180.221.52,1,['aisgold7101w.Princeton.EDU']
140.180.220.14,1,['ats201w.Princeton.EDU']
140.180.220.59,1,['sassunapsis200w.Princeton.EDU']
128.112.128.80,1,['airwave7.Princeton.EDU']
128.112.129.35,1,['sdp202w.Princeton.EDU']
172.18.0.165,1,['cy48-0637.Princeton.EDU']
140.180.220.84,1,['devtabguest.Princeton.EDU']
140.180.220.97,1,['ele303l.Princeton.EDU']
140.180.221.64,1,['wds200l.Princeton.EDU']
172.18.64.10,1,['eyeinthesky-infranet3.Princeton.EDU']
23.100.43.208,2,"['RopesGray.com', 'JonesDay.com']"
128.112.129.16,1,['airwave-administrative.Princeton.EDU']
140.180.220.158,1,['ais216l.Princeton.EDU']
216.235.195.182,1,['mta-HHJK.cluster3.blackbaud.net']
10.21.1.192,1,['iamcas203l.aws.Princeton.EDU']
50.253.0.254,1,['LISTS.PESC.ORG']
128.112.128.104,1,['eistsm206l.Princeton.EDU']
128.112.128.183,1,['ims311.Princeton.EDU']
140.180.221.109,1,['prz206w.Princeton.EDU']
10.6.47.12,1,['sas101l.Princeton.EDU']
140.180.221.69,1,['ats203l.Princeton.EDU']
128.112.128.22,1,['receiver02.Princeton.EDU']
140.180.220.86,1,['amu206w.Princeton.EDU']
172.19.0.87,1,['eistsm211l-netmgt.Princeton.EDU']
140.180.220.13,1,['ims225.Princeton.EDU']
140.180.221.26,1,['ims315.Princeton.EDU']
140.180.220.91,1,['css300w.Princeton.EDU']
172.19.0.85,1,['essesx217v-netmgt.Princeton.EDU']
10.6.55.77,1,['sasspfe314w.Princeton.EDU']
52.96.88.114,1,['MNZ-efz.ms-acdc.office.com']
172.18.83.205,1,['arun-3755.Princeton.EDU']
216.235.195.69,1,['mta-YXXX.cluster2.blackbaud.net']
140.180.221.107,1,['eisglob100l.Princeton.EDU']
140.180.220.75,1,['ele203l.Princeton.EDU']
10.6.54.39,1,['reg301l.Princeton.EDU']
104.18.5.101,1,['www.Princeton.EDU']
10.252.81.68,1,['ap-0127-0058.Princeton.EDU']
140.180.220.250,1,['esspm300w.Princeton.EDU']
140.180.220.33,1,['fac111w.Princeton.EDU']
140.180.221.77,1,['mus200w.Princeton.EDU']
172.19.1.102,1,['essesx212v-netmgt.Princeton.EDU']
140.180.220.209,1,['iamcert200w.Princeton.EDU']
10.6.61.29,1,['eisess201l.Princeton.EDU']
140.180.221.43,1,['iamshib303l.Princeton.EDU']
140.180.220.164,1,['aissimfony7100w.Princeton.EDU']
140.180.220.77,1,['ats101w.Princeton.EDU']
128.112.134.51,1,['ele101l.Princeton.EDU']
128.112.20.132,1,['EEB-GYJ51Q2.princeton.edu']
128.112.136.51,1,['CS.PRINCETON.EDU']
140.180.221.44,1,['aisfrevvo200w.Princeton.EDU']
172.18.4.86,1,['cy48-0638.Princeton.EDU']
128.112.184.250,1,['PCO-BLOOMBERG1.pu.win.princeton.edu']
128.112.184.198,1,['PCO-BLOOMBERG2.pu.win.princeton.edu']
172.18.1.133,1,['cy48-0864.Princeton.EDU']
128.112.211.210,1,['DIGITAL-PHOTO06.princeton.edu']
140.180.220.71,1,['ats-dia112w.Princeton.EDU']
140.180.220.254,1,['fac209w-awprod.Princeton.EDU']
128.112.130.132,1,['siem-adm.Princeton.EDU']
140.180.220.31,1,['css328w.Princeton.EDU']
140.180.221.96,1,['isocconsole200w.Princeton.EDU']
140.180.221.3,1,['ss200l.Princeton.EDU']
140.180.220.116,1,['dev206w.Princeton.EDU']
216.235.195.144,1,['mta-SWXW.cluster3.blackbaud.net']
10.6.57.45,1,['iammimweb100w.Princeton.EDU']
10.6.48.128,1,['eissql1c.Princeton.EDU']
172.19.0.33,1,['nismaster-netmgt.Princeton.EDU']
140.180.220.141,1,['fac226-olive.Princeton.EDU']
140.180.221.21,1,['uhs-bhs200w.Princeton.EDU']
10.21.1.227,1,['iamshib203w.aws.Princeton.EDU']
172.19.1.13,1,['essesx291v-netmgt.Princeton.EDU']
107.22.221.117,1,['harris.Princeton.EDU']
10.6.56.39,1,['iamprox100l.Princeton.EDU']
140.180.221.95,1,['iamlds301w.Princeton.EDU']
128.112.128.108,1,['nismaster.Princeton.EDU']
10.6.52.45,1,['wasspdb1a.Princeton.EDU']
192.175.161.93,1,['Vanguard.com']
204.153.48.21,1,['border-87-router.Princeton.EDU']
10.254.0.241,1,['hp-guyot-41.Princeton.EDU']
93.184.216.38,1,['g.wac.04F1.epsiloncdn.net']
45.60.136.192,1,['SEPTAKey.org']
162.243.144.243,1,['NavarroWine.com']
172.18.83.206,1,['arun-3756.Princeton.EDU']
10.252.81.20,1,['ap-0127-0059.Princeton.EDU']
128.112.120.156,1,['CHM-3CBLMD2.princeton.edu']
69.25.20.196,1,['4D8BABD3B12E7E905380DFBDE7F81092.webservice.logmein.com']
64.95.128.217,1,['4D8BABD3B12E7E905380DFBDE7F81092.webservice.logmein.com']
204.153.48.22,1,['border-87-router.Princeton.EDU']
216.235.195.53,1,['mta-HHHI.cluster2.blackbaud.net']
216.235.195.59,1,['mta-PMXM.cluster2.blackbaud.net']
172.18.3.174,1,['cy48-0646.Princeton.EDU']
216.235.195.19,1,['mta-QWNW.cluster2.blackbaud.net']
67.195.231.10,1,['AOL.COM']
216.235.195.173,1,['mta-DBXD.cluster3.blackbaud.net']
128.112.131.123,2,"['STATSEEKER.PRINCETON.EDU', 'statseeker.Princeton.EDU']"
172.18.78.88,1,['arun-3757.Princeton.EDU']
216.235.195.171,1,['mta-CGXC.cluster3.blackbaud.net']
172.18.2.114,1,['cy48-0647.Princeton.EDU']
10.252.81.69,1,['ap-0127-0060.Princeton.EDU']
10.6.50.185,1,['eisssrs301w.Princeton.EDU']
128.112.128.118,1,['eistsm210l.Princeton.EDU']
140.180.221.4,1,['asweb200l.Princeton.EDU']
69.28.185.97,1,['US.depot.battle.net']
13.111.18.27,1,['t.QuickenLoans.com']
140.180.221.11,1,['mol201l.Princeton.EDU']
10.6.55.49,1,['iamadfs101w.Princeton.EDU']
140.180.221.55,1,['aisgold7201w.Princeton.EDU']
128.112.128.51,1,['airwave4.Princeton.EDU']
172.19.0.133,1,['isserv215-netmgt.Princeton.EDU']
140.180.220.121,1,['csla200w.Princeton.EDU']
140.180.220.123,1,['dng202w.Princeton.EDU']
172.18.78.89,1,['arun-3758.Princeton.EDU']
128.112.232.132,1,['ISRAEL.princeton.edu']
128.112.102.32,1,['mousedb.Princeton.EDU']
140.180.220.196,1,['aisedit.Princeton.EDU']
140.180.226.56,1,['backupvpn.Princeton.EDU']
172.19.0.36,1,['essvmbkp100w-netmgt.Princeton.EDU']
10.21.1.56,1,['winqa03.aws.Princeton.EDU']
140.180.221.99,1,['cch100w.Princeton.EDU']
172.18.224.152,1,['heymon-infranet7.Princeton.EDU']
140.180.220.238,1,['sas112l.Princeton.EDU']
140.180.220.73,1,['pei300w.Princeton.EDU']
140.180.221.34,1,['uss202w-win08.Princeton.EDU']
140.180.220.252,1,['asbb106l.Princeton.EDU']
172.19.0.242,1,['essesx221v-netmgt.Princeton.EDU']
10.6.57.47,1,['iammimweb201w.Princeton.EDU']
10.6.62.20,1,['cisdrswh100l.Princeton.EDU']
172.19.0.84,1,['eistsm208l-netmgt.Princeton.EDU']
140.180.220.143,1,['eng200w.Princeton.EDU']
140.180.221.120,1,['dng305w.Princeton.EDU']
140.180.226.53,1,['backupvpn1.Princeton.EDU']
140.180.220.78,1,['aisfsaprtl100w.Princeton.EDU']
140.180.221.18,1,['oa.Princeton.EDU']
172.19.0.76,1,['essesx203v-netmgt.Princeton.EDU']
172.19.0.153,1,['essesx213v-netmgt.Princeton.EDU']
140.180.221.33,1,['fac113w.Princeton.EDU']
140.180.220.175,1,['jefspecial200l.Princeton.EDU']
172.19.0.58,1,['eissql105w-netmgt.Princeton.EDU']
140.180.220.187,1,['pol203l.Princeton.EDU']
140.180.220.128,1,['eas200w.Princeton.EDU']
216.235.195.183,1,['mta-LLUM.cluster3.blackbaud.net']
172.19.1.9,1,['eis208l-drac.Princeton.EDU']
140.180.220.247,1,['ant-had200w.Princeton.EDU']
128.112.134.146,1,['nisslave11.Princeton.EDU']
128.112.222.63,1,['PNI-198V3WZV2.princeton.edu']
10.6.63.6,1,['esspatchtest300.Princeton.EDU']
140.180.220.104,1,['aissimfony7300w.Princeton.EDU']
140.180.221.86,1,['eishpdm200w.Princeton.EDU']
10.6.47.11,1,['sas100l.Princeton.EDU']
140.180.220.119,1,['iso200l-rencif.Princeton.EDU']
172.19.0.21,1,['essesx240v-netmgt.Princeton.EDU']
172.18.32.152,1,['heymon-infranet2.Princeton.EDU']
140.180.225.102,1,['netvirtu01.Princeton.EDU']
140.180.221.79,1,['aishmsres211w.Princeton.EDU']
10.6.58.27,1,['oldsmtp.Princeton.EDU']
140.180.220.49,1,['cisdr204l.Princeton.EDU']
172.18.128.10,1,['eyeinthesky-infranet5.Princeton.EDU']
128.112.128.243,1,['ppvm.Princeton.EDU']
10.6.54.25,1,['iamshib205w.Princeton.EDU']
128.112.128.216,1,['ppa02.Princeton.EDU']
140.180.220.117,1,['dev-webprod.Princeton.EDU']
140.180.220.192,1,['dev202w.Princeton.EDU']
172.18.194.99,1,['raritan-newsouth-machineroom.Princeton.EDU']
128.112.131.219,1,['csglists301l.Princeton.EDU']
172.18.32.83,1,['cy48-0655.Princeton.EDU']
128.112.131.247,1,['airwave-rap.Princeton.EDU']
140.180.220.92,1,['gso200w.Princeton.EDU']
10.6.47.14,1,['sas103l.Princeton.EDU']
140.180.220.200,1,['deptbedit.Princeton.EDU']
172.19.0.105,1,['essesx218v-netmgt.Princeton.EDU']
140.180.220.248,1,['fac228w.Princeton.EDU']
140.180.220.160,1,['aissimfony7302w.Princeton.EDU']
10.21.1.40,2,"['puqa05.zeta.adtest.Princeton.EDU', 'puqa05.aws.Princeton.EDU']"
50.17.55.221,1,['LeagueAthletics.com']
140.180.220.156,1,['iamdirsync100w.Princeton.EDU']
140.180.220.171,1,['wassp104w.Princeton.EDU']
10.6.54.38,1,['reg102l.Princeton.EDU']
140.180.220.188,1,['ss308l.Princeton.EDU']
10.6.55.63,1,['iamcas300l.Princeton.EDU']
10.6.54.42,1,['iamshib200w.Princeton.EDU']
140.180.221.112,1,['uhs211w.Princeton.EDU']
172.19.0.64,1,['win04-netmgt.Princeton.EDU']
128.112.134.25,1,['ims316.Princeton.EDU']
140.180.220.172,1,['ss106w.Princeton.EDU']
172.19.0.128,1,['essvmbkp200w-netmgt.Princeton.EDU']
172.19.0.79,1,['eissql210w-netmgt.Princeton.EDU']
140.180.220.95,1,['oaamx101l.Princeton.EDU']
140.180.220.185,1,['aishmsres101w.Princeton.EDU']
140.180.220.129,1,['dev201w.Princeton.EDU']
140.180.221.6,1,['aisfrevvo100w.Princeton.EDU']
10.6.60.213,1,['cisdrex100w.Princeton.EDU']
140.180.220.35,1,['cisdr207w.Princeton.EDU']
10.6.56.17,1,['aisupc103w.Princeton.EDU']
140.180.220.178,1,['landrdev301w.Princeton.EDU']
192.231.215.241,1,['LISTS.APA.ORG']
216.235.195.43,1,['mta-AAAB.cluster2.blackbaud.net']
172.18.192.10,1,['eyeinthesky-infranet4.Princeton.EDU']
172.18.81.37,1,['arun-3759.Princeton.EDU']
128.112.131.27,1,['ims303.Princeton.EDU']
10.6.52.12,1,['essoncmd200.Princeton.EDU']
69.164.50.157,1,['US.depot.battle.net']
10.252.81.14,1,['ap-0127-0061.Princeton.EDU']
162.105.129.75,1,['NOD32mgt.pku.edu.cn']
140.180.221.72,1,['ele305l.Princeton.EDU']
140.180.220.163,1,['aissimfony7303w.Princeton.EDU']
172.18.192.152,1,['heymon-infranet4.Princeton.EDU']
140.180.221.65,1,['isogate100w.Princeton.EDU']
128.148.252.151,1,['Brown.edu']
128.112.35.140,1,['VAPOR2.princeton.edu']
128.112.220.83,1,['seunglab04.pni.Princeton.EDU']
192.55.106.15,1,['JABBA.pppl.gov']
151.141.244.69,1,['MAIL.ETSU.EDU']
172.18.0.102,1,['cy48-0660.Princeton.EDU']
172.19.1.15,1,['pdom07-netmgt.Princeton.EDU']
128.112.128.55,1,['www.net.Princeton.EDU']
172.18.192.64,1,['new-heymon-infranet4.Princeton.EDU']
140.180.220.36,1,['eiscpan101l.Princeton.EDU']
128.112.128.213,1,['ppa01.Princeton.EDU']
172.19.0.70,1,['iamencoder204w-netmgt.Princeton.EDU']
10.6.54.28,1,['iamtools100w.Princeton.EDU']
10.6.47.17,1,['sas201l.Princeton.EDU']
140.180.221.114,1,['sassunapsis100w.Princeton.EDU']
140.180.220.170,1,['prz204w.Princeton.EDU']
172.18.4.5,1,['new-heymon-infranet1.Princeton.EDU']
140.180.221.28,1,['ele201l.ee.Princeton.EDU']
172.18.2.63,1,['netbmfctrl2.Princeton.EDU']
140.180.220.46,1,['ss304l.Princeton.EDU']
10.6.59.237,1,['essrds290w.Princeton.EDU']
128.112.128.27,1,['nismaster3.Princeton.EDU']
140.180.220.122,1,['ss116w.Princeton.EDU']
104.196.231.73,1,['NAEH.org']
50.63.122.1,1,['MuijeLawOffice.com']
128.112.218.67,1,['seunglab03.pni.Princeton.EDU']
128.112.119.58,2,"['ARRAYFILES.Princeton.EDU', 'arrayfiles.Princeton.EDU']"
128.112.202.164,1,['lib-lockss3.Princeton.EDU']
172.18.81.38,1,['arun-3760.Princeton.EDU']
172.18.2.12,1,['cy48-0427.Princeton.EDU']
172.18.1.15,1,['cy48-0127.Princeton.EDU']
172.18.1.103,1,['cy48-0662.Princeton.EDU']
172.18.0.252,1,['cy48-0456.Princeton.EDU']
10.252.81.44,1,['ap-0127-0062.Princeton.EDU']
10.254.8.60,1,['mol-srikumar-hpm452dn.Princeton.EDU']
69.252.80.75,1,['Comcast.net']
155.199.80.173,1,['Fidelity.com']
155.199.64.173,1,['Fidelity.com']
172.18.33.121,1,['ca12-0007.Princeton.EDU']
216.235.195.162,1,['mta-RFOF.cluster3.blackbaud.net']
172.18.83.226,1,['arun-3761.Princeton.EDU']
172.18.2.31,1,['cb12-2349.Princeton.EDU']
172.18.1.100,1,['cy48-0664.Princeton.EDU']
128.112.36.185,1,['cee-web.Princeton.EDU']
216.235.195.40,1,['mta-RYTY.cluster2.blackbaud.net']
34.208.211.37,1,['DuckDNSAppELB-570522007.us-west-2.elb.amazonaws.com']
172.18.0.174,1,['cy48-3004.Princeton.EDU']
128.112.85.234,1,['phy-ws10.Princeton.EDU']
10.252.14.69,1,['swrtr-0665.Princeton.EDU']
128.112.102.89,1,['phy203l.Princeton.EDU']
10.252.14.85,1,['swrtr-0438.Princeton.EDU']
10.6.48.146,1,['PUQA01.zeta.adtest.princeton.edu']
3.226.195.129,1,['aftv-22-Amazon-AFTT-3243.na.api.amazonvideo.com']
10.6.56.26,1,['ais101l.Princeton.EDU']
128.112.226.70,1,['ART-080619a.princeton.edu']
172.18.83.227,1,['arun-3762.Princeton.EDU']
129.22.103.226,1,['mpv1-2015.CWRU.Edu']
172.18.0.150,1,['cy48-1655.Princeton.EDU']
152.3.24.12,1,['TTS-RELAY-24.win.duke.edu']
10.252.81.104,1,['ap-0127-0063.Princeton.EDU']
192.175.162.88,1,['Vanguard.com']
172.18.0.231,1,['cx48-0694.Princeton.EDU']
216.235.195.45,1,['mta-AAAG.cluster2.blackbaud.net']
216.235.195.35,1,['mta-RRRF.cluster2.blackbaud.net']
10.6.51.15,1,['PrintSOA200W.princeton.edu']
172.18.3.229,1,['cy48-0673.Princeton.EDU']
100.24.220.125,1,['idpqa.Princeton.EDU']
172.19.0.17,1,['eisfw1-mgmt.Princeton.EDU']
10.254.9.146,1,['LIB-PRS22.princeton.edu']
172.18.192.75,1,['ca12-2507.Princeton.EDU']
172.18.3.147,1,['cb12-0291.Princeton.EDU']
178.128.75.142,1,['SARAHFORGEORGIA.COM']
172.18.0.168,1,['cy48-0773.Princeton.EDU']
140.180.228.147,1,['EIS-DTQ9FZ1.princeton.edu']
172.18.2.183,1,['cb12-1617.Princeton.EDU']
172.18.1.120,1,['cy48-2413.Princeton.EDU']
172.18.83.228,1,['arun-3763.Princeton.EDU']
172.18.0.204,1,['cy48-2440.Princeton.EDU']
172.18.192.46,1,['ca12-1545.Princeton.EDU']
199.16.64.41,1,['NGA.GOV']
216.235.195.140,1,['mta-QEXN.cluster3.blackbaud.net']
216.235.195.17,1,['mta-QSSE.cluster2.blackbaud.net']
172.18.193.147,1,['ca12-2964.Princeton.EDU']
172.18.1.17,1,['cy48-0674.Princeton.EDU']
209.16.109.28,2,"['RCArchitect.com', 'RCarchitect.com']"
172.18.3.18,1,['ce32-1754.Princeton.EDU']
10.252.81.70,1,['ap-0127-0064.Princeton.EDU']
128.112.176.229,1,['dogfish.Princeton.EDU']
172.18.2.153,1,['ca12-1159.Princeton.EDU']
205.223.222.204,1,['LISTSERV12.LEON.K12.FL.US']
132.66.17.19,1,['LISTSERV.TAU.AC.IL']
205.223.147.7,1,['LEONSCHOOLS.NET']
104.198.110.226,1,['AJRSEM.Org']
172.18.83.229,1,['arun-3764.Princeton.EDU']
128.112.219.114,1,['bucket.PNI.princeton.edu']
128.112.123.212,1,['CHM-CP-960-A53.princeton.edu']
128.112.149.206,1,['opr-FQK7PY2.princeton.edu']
128.112.123.132,1,['CHM-DN-780-B22.princeton.edu']
172.18.192.125,1,['cx24-1713.Princeton.EDU']
128.112.217.51,1,['pni-brodylabvm.Princeton.EDU']
132.204.8.33,1,['TI.UMontreal.CA']
10.254.6.152,1,['lib-gis-designjet.Princeton.EDU']
172.18.1.35,1,['cy48-0681.Princeton.EDU']
128.112.109.154,1,['EAS-D25XK09TJ1G.princeton.edu']
172.18.32.181,1,['ca24-0836.Princeton.EDU']
172.18.32.45,1,['ca24-0002.Princeton.EDU']
10.6.49.188,1,['PRINTDELL.princeton.edu']
10.252.14.18,1,['rtr-agg-0685-b.Princeton.EDU']
172.18.192.35,1,['ca12-1729.Princeton.EDU']
10.21.1.32,1,['win06.aws.Princeton.EDU']
10.252.81.21,1,['ap-0127-0065.Princeton.EDU']
34.200.129.209,1,['UCHICAGO.EDU']
172.18.2.236,1,['cb24-1443.Princeton.EDU']
172.18.4.209,1,['cx48-2379.Princeton.EDU']
172.20.52.14,1,['fac-rds-203w.Princeton.EDU']
10.6.51.116,1,['fac-rds-203w.Princeton.EDU']
172.18.4.114,1,['cy48-0685.Princeton.EDU']
138.253.100.138,1,['LISTSERV.LIV.AC.UK']
94.130.15.241,1,['FieldOperations.net']
10.6.48.245,1,['lrdc207w.Princeton.EDU']
128.112.140.56,1,['LIB-SCANPRO008.princeton.edu']
128.112.102.48,1,['mturk-nrouhani.Princeton.EDU']
172.18.1.209,1,['cy48-1256.Princeton.EDU']
172.18.84.79,1,['arun-3766.Princeton.EDU']
172.18.0.58,1,['cy48-0907.Princeton.EDU']
128.112.102.49,1,['license.rc.Princeton.EDU']
172.18.0.22,1,['cb24-1569.Princeton.EDU']
10.6.57.27,1,['sdpovd101l.Princeton.EDU']
129.7.97.150,1,['Central.UH.EDU']
10.6.49.208,1,['PRINTGPD.princeton.edu']
34.199.106.171,1,['ws-3CDAD91C-1E0D-4A0D-BBEE-9671988BF9E9.sendbird.com']
52.73.232.108,1,['api-3CDAD91C-1E0D-4A0D-BBEE-9671988BF9E9.sendbird.com']
172.18.3.59,1,['cy48-1620.Princeton.EDU']
10.252.81.53,1,['ap-0127-0066.Princeton.EDU']
128.112.209.27,1,['ANT-COYLE-FCP.princeton.edu']
172.18.3.27,1,['cy48-1619.Princeton.EDU']
172.18.84.83,1,['arun-3767.Princeton.EDU']
198.49.23.145,1,['AdvancedHumanPerformance.com']
128.112.118.212,1,['GEN-G9A3LI6.princeton.edu']
128.112.129.178,1,['ernie.Princeton.EDU']
128.112.36.87,1,['flood.Princeton.EDU']
128.112.217.155,1,['brodycomp1.Princeton.EDU']
172.18.3.250,1,['cx24-0897.Princeton.EDU']
140.180.130.112,1,['PC5857.princeton.edu']
172.18.1.214,1,['cx48-0620.Princeton.EDU']
172.18.1.28,1,['cy48-0202.Princeton.EDU']
172.18.3.233,1,['cy48-2262.Princeton.EDU']
172.18.2.116,1,['cy48-0065.Princeton.EDU']
172.18.33.30,1,['cy48-1093.Princeton.EDU']
172.18.3.240,1,['cy48-0739.Princeton.EDU']
172.18.192.28,1,['cy24-1704.Princeton.EDU']
172.18.33.25,1,['cy48-2105.Princeton.EDU']
128.112.219.110,1,['bucket.PNI.princeton.edu']
172.18.192.158,1,['cx24-0073.Princeton.EDU']
10.21.1.87,1,['iamshib202w.aws.Princeton.EDU']
172.18.84.86,1,['arun-3768.Princeton.EDU']
10.252.14.97,1,['swrtr-0664.Princeton.EDU']
172.18.2.182,1,['cy48-1618.Princeton.EDU']
10.252.81.60,1,['ap-0127-0067.Princeton.EDU']
13.92.83.197,1,['VHB.com']
10.252.14.93,1,['swrtr-0518.Princeton.EDU']
172.18.192.21,1,['cx24-0379.Princeton.EDU']
172.18.3.56,1,['cx48-0622.Princeton.EDU']
172.18.192.97,1,['cx24-0403.Princeton.EDU']
40.122.144.30,1,['LISTSERV.EDUCAUSE.EDU']
216.54.215.184,1,['UNA.EDU']
172.18.194.71,1,['ca12-1454.Princeton.EDU']
172.18.193.159,1,['cx24-2231.Princeton.EDU']
18.205.218.45,1,['ChestnutHillRealty.com']
172.18.5.36,1,['ct16-0197.Princeton.EDU']
172.18.84.87,1,['arun-3769.Princeton.EDU']
172.18.194.121,1,['ca12-1901.Princeton.EDU']
205.186.175.216,1,['markoforWA.com']
172.19.70.56,2,"['lowrie.Princeton.EDU', 'Lowrie.princeton.edu']"
172.18.194.125,1,['cy24-2530.Princeton.EDU']
10.6.55.53,1,['wasspowa106w.Princeton.EDU']
10.6.56.16,1,['aisupc102w.Princeton.EDU']
104.18.4.101,1,['www.Princeton.EDU']
172.18.193.164,1,['cx24-0195.Princeton.EDU']
172.18.194.85,1,['cy24-2314.Princeton.EDU']
172.18.193.123,1,['cx24-0443.Princeton.EDU']
10.6.48.166,2,"['PDOM06.pu.win.princeton.edu', 'PU.WIN.PRINCETON.EDU']"
172.18.193.135,1,['cx48-0623.Princeton.EDU']
10.252.81.32,1,['ap-0127-0068.Princeton.EDU']
172.18.0.103,1,['cb24-1571.Princeton.EDU']
172.18.192.136,1,['cx24-0607.Princeton.EDU']
52.22.48.184,1,['e.BibleGateway.com']
128.112.84.242,1,['PHY-PCTS413A.princeton.edu']
104.26.6.251,1,['AZoNetwork.com']
172.18.84.72,1,['arun-3770.Princeton.EDU']
172.18.192.11,1,['cx24-0409.Princeton.EDU']
140.180.219.144,1,['eisess203l.Princeton.EDU']
172.18.192.86,1,['cx24-0827.Princeton.EDU']
172.18.0.67,1,['cb12-1570.Princeton.EDU']
172.18.193.149,1,['cx24-1217.Princeton.EDU']
172.19.70.58,1,['Lowrie.princeton.edu']
172.18.193.101,1,['cx24-0415.Princeton.EDU']
216.235.195.63,1,['mta-LLLV.cluster2.blackbaud.net']
10.6.54.26,1,['iamshib301w.Princeton.EDU']
172.18.193.137,1,['cx24-0624.Princeton.EDU']
128.112.201.22,1,['GER-GQ3NSR1.princeton.edu']
172.18.192.195,1,['cx24-0414.Princeton.EDU']
172.18.1.99,1,['cb12-701-lab.Princeton.EDU']
184.107.113.41,1,['CACOS-M104-i41.carmamail.com']
216.235.195.176,1,['mta-HKXJ.cluster3.blackbaud.net']
10.252.14.101,1,['swrtr-0821.Princeton.EDU']
128.112.116.116,1,['gen-seq-pipeline1.Princeton.EDU']
128.112.73.41,1,['PRZ-HELIOS-OXFD.pu.win.princeton.edu']
172.18.0.17,1,['cb12-1565.Princeton.EDU']
128.112.102.56,1,['psiturk-angelar.Princeton.EDU']
172.18.65.36,1,['arun-3771.Princeton.EDU']
172.18.193.105,1,['cx24-0230.Princeton.EDU']
10.252.81.81,1,['ap-0127-0069.Princeton.EDU']
172.18.192.207,1,['cy24-1046.Princeton.EDU']
